name,Athletic_rank,play_or_not,start_age,end_age,start_year,end_year,n_seasons,Australian_Open,Australian_Open_2,French_Open,French_Open_2,Wimbledon_Open,Wimbledon_Open_2,US_Open,US_Open_2,ATP_Finals,ATP_Finals_2,Indian_Wells_Open,Indian_Wells_Open_2,Miami_Open,Miami_Open_2,Monte_Carlo_Masters,Monte_Carlo_Masters_2,Madrid_Open,Madrid_Open_2,Italian_Open,Italian_Open_2,Canadian_Open,Canadian_Open_2,Cincinnati_Open,Cincinnati_Open_2,Shanghai_Masters,Shanghai_Masters_2,Paris_Masters,Paris_Masters_2,Rotterdam_Open,Rotterdam_Open_2,Vienna_Open,Vienna_Open_2,Dubai_Championships,Dubai_Championships_2,Japan_Open,Japan_Open_2,Swiss_Indoors,Swiss_Indoors_2,Halle_Open,Halle_Open_2,other_championships,other_championships_2,Olympic_gold,sportsman_of_year_Laureus,Laureus_breakthrough,Laureus_comeback,Laureus_Lifetime_Achievement,Laureus_Spirit_of_Sport,sportsman_of_year_Laureus_nominated,sportsperson_of_year_SI,ATP_player_of_year,ATP_fan_favourite,Stefan_Edberg_Sportsmanship_Award,Comeback_player_of_Year,Most_Improved_Player,Newcomer_of_Year,Arthur_Ashe_Humanitarian_Award,ESPY_male_athlete,ESPY_tennis,ESPY_breakthrough,ESPY_outstanding_team,european_sportsperson_of_year,LÉquipe_Champion_of_Champions,Marca_Legend,Sports_Emmy_Awards,Tennis_magazine_goat_tennis,Associated_Press_Athlete_of_the_Year,TIME
,,,,,,,,Australian_Open,Australian_Open,French_Open,French_Open,Wimbledon_Open,Wimbledon_Open,US_Open,US_Open,ATP_Finals,ATP_Finals,Indian_Wells_Open,Indian_Wells_Open,Miami_Open,Miami_Open,Monte_Carlo_Masters,Monte_Carlo_Masters,Madrid_Open,Madrid_Open,Italian_Open,Italian_Open,Canadian_Open,Canadian_Open,Cincinnati_Open,Cincinnati_Open,Shanghai_Masters,Shanghai_Masters,Paris_Masters,Paris_Masters,Rotterdam_Open,Rotterdam_Open,Vienna_Open,Vienna_Open,Dubai_Championships,Dubai_Championships,Japan_Open,Japan_Open,Swiss_Indoors,Swiss_Indoors,Halle_Open,Halle_Open,1,1,Olympic_gold,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsperson_of_year_SI,ATP_player_of_year,ATP_fan_favourite,Stefan_Edberg_Sportsmanship_Award,ATP_fan_favourite,ATP_fan_favourite,ATP_fan_favourite,ATP_fan_favourite,ESPY_male_athlete,ESPY_NBA,ESPY_NBA,ESPY_NBA,european_sportsperson_of_year,LÉquipe_Champion_of_Champions,Marca_Legend,Sports_Emmy_Awards,Tennis_magazine,Associated_Press_Athlete_of_the_Year,TIME
,,,,,,,,85,48,92,50,85,48,90,53,75,40,60,33,37,20,60,35,30,16,50,27,46,25,45,23,36,20,50,26,65,35,25,14,55,30,40,22,62,33,54,30,45,23,60,60,45,45,45,45,30,38,45,48,38,48,48,48,48,32,25,25,25,28,45,80,43,130,50,65
Roger Federer,0,playing,16,41,1998,2022,25,6,1,1,4,8,4,5,2,6,4,5,6,5,1,0,4,6,2,0,4,2,4,7,1,3,2,0,0,5,2,3,0,8,2,1,0,7,3,3,1,28,12,1,5,0,1,0,0,2,0,5,19,13,1,0,0,2,0,0,0,0,5,4,1,0,1,0,0
