name,Athletic_rank,play_or_not,start_age,end_age,start_year,end_year,n_seasons,The_Ring_World_Champion,WBA_Heavyweight_World_Champion,WBA_Bridgerweight_World_Champion,WBA_Cruiserweight_World_Champion,WBA_Super_Welterweight_World_Champion,WBA_Welterweight_World_Champion,WBA_Super_Lightweight_World_Champion,WBA_Lightweight_World_Champion,WBC_Heavyweight_World_Champion,WBO_Heavyweight_World_Champion,IBF_Heavyweight_World_Champion,Lineal_heavyweight_champion,NABF_heavyweight_champion,Olympic_gold,AAU_national_champion,National_Golden_Gloves_champion,Kentucky_Golden_Gloves_champion,International_Boxing_Hall_of_Fame,sportsperson_of_century_SI,sportsman_of_year_Laureus,Laureus_breakthrough,Laureus_comeback,Laureus_Lifetime_Achievement,Laureus_Spirit_of_Sport,sportsman_of_year_Laureus_nominated,sportsperson_of_year_SI,BWAA_Fighter_of_the_Year,The_Ring_Fighter_of_the_Year,ESPY_male_athlete,ESPY_boxing,ESPY_breakthrough,ESPY_outstanding_team,european_sportsperson_of_year,LÉquipe_Champion_of_Champions,Marca_Legend,BBC_Sports_Personality_of_Century,presidential_medal_of_freedom,Presidential_Citizens_Medal,CSHL_Double_Helix_Medal_Honoree,Martin_Luther_King_Memorial_Award,Otto_Hahn_Peace_Medal,Hollywood_Walk_of_Fame,Philadelphia_Liberty_Medal,Sports_Emmy_Awards,Associated_Press_Athlete_of_the_Year,United_Press_International_Athlete_of_Year,TIME
,,,,,,,,The_Ring_World_Champion,WBA_Heavyweight_World_Champion,WBA_Heavyweight_World_Champion,WBA_Heavyweight_World_Champion,WBA_Heavyweight_World_Champion,WBA_Heavyweight_World_Champion,WBA_Heavyweight_World_Champion,WBA_Heavyweight_World_Champion,WBC_Heavyweight_World_Champion,WBO_Heavyweight_World_Champion,IBF_Heavyweight_World_Champion,Lineal_heavyweight_champion,NABF_heavyweight_champion,Olympic_gold,AAU_national_champion,National_Golden_Gloves_champion,Kentucky_Golden_Gloves_champion,International_Boxing_Hall_of_Fame,sportsperson_of_century_SI,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsman_of_year_Laureus,sportsperson_of_year_SI,BWAA_Fighter_of_the_Year,The_Ring_Fighter_of_the_Year,ESPY_male_athlete,ESPY_NBA,ESPY_NBA,ESPY_NBA,european_sportsperson_of_year,LÉquipe_Champion_of_Champions,Marca_Legend,BBC_Sports_Personality_of_Century,presidential_medal_of_freedom,Presidential_Citizens_Medal,CSHL_Double_Helix_Medal_Honoree,Martin_Luther_King_Memorial_Award,Otto_Hahn_Peace_Medal,Hollywood_Walk_of_Fame,Philadelphia_Liberty_Medal,Sports_Emmy_Awards,Associated_Press_Athlete_of_the_Year,United_Press_International,TIME
,,,,,,,,130,100,100,100,100,100,100,100,120,100,100,95,95,60,70,70,17,80,49,60,45,45,45,45,30,38,53,35,32,25,25,25,28,45,80,56,37,40,50,40,45,55,40,43,50,50,65
Muhammad Ali,0,retired,18,39,1960,1981,21,3,4,0,0,0,0,0,0,2,0,0,3,3,1,2,2,6,1,1,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0
