name,Athletic_rank,play_or_not,start_age,end_age,start_year,end_year,n_seasons,World_Snooker_Championship,World_Snooker_Championship_2,UK_Snooker_Championship,UK_Snooker_Championship_2,Masters_Snooker,Masters_Snooker_2,Premier_League_Snooker,Premier_League_Snooker_2,Champion_of_Champions,Champion_of_Champions_2,World_Grand_Prix,World_Grand_Prix_2,European_Masters,European_Masters_2,Players_Championship_Trophy,Players_Championship_Trophy_2,Tour_Championship_Trophy,Tour_Championship_Trophy_2,English_Open_Trophy,English_Open_Trophy_2,Scottish_Open_Trophy,Scottish_Open_Trophy_2,Welsh_Open_Trophy,Welsh_Open_Trophy_2,Northern_Ireland_Open_Trophy,Northern_Ireland_Open_Trophy_2,Shoot_Out_Trophy,Shoot_Out_Trophy_2,German_Masters_Trophy,German_Masters_Trophy_2,Championship_League_Trophy,Championship_League_Trophy_2,British_Open_Trophy,British_Open_Trophy_2,China_Championship_Trophy,China_Championship_Trophy_2,China_Open_Trophy,China_Open_Trophy_2,International_Championship_Trophy,International_Championship_Trophy_2,Riga_Masters_Trophy,Riga_Masters_Trophy_2,Shanghai_Masters_Trophy,Shanghai_Masters_Trophy_2,World_Cup_Trophy,World_Cup_Trophy_2,World_Open_Trophy,World_Open_Trophy_2,Six_Red_World_Championship_Trophy,Six_Red_World_Championship_Trophy_2,Irish_Masters_Trophy,Irish_Masters_Trophy_2,northern_ireland_trophy,northern_ireland_trophy_2,WST_Pro_Series_trophy,WST_Pro_Series_trophy_2,other_championships,other_championships_2,other_championships_team
,,,,,,,,World_Snooker_Championship,World_Snooker_Championship,UK_Snooker_Championship,UK_Snooker_Championship,Masters_Snooker,Masters_Snooker,Premier_League_Snooker,Premier_League_Snooker,Champion_of_Champions,Champion_of_Champions,World_Grand_Prix,World_Grand_Prix,European_Masters,European_Masters,Players_Championship_Trophy,Players_Championship_Trophy,Tour_Championship_Trophy,Tour_Championship_Trophy,English_Open_Trophy,English_Open_Trophy,Scottish_Open_Trophy,Scottish_Open_Trophy,Welsh_Open_Trophy,Welsh_Open_Trophy,Northern_Ireland_Open_Trophy,Northern_Ireland_Open_Trophy,Shoot_Out_Trophy,Shoot_Out_Trophy,German_Masters_Trophy,German_Masters_Trophy,Championship_League_Trophy,Championship_League_Trophy,British_Open_Trophy,British_Open_Trophy,China_Championship_Trophy,China_Championship_Trophy,China_Open_Trophy,China_Open_Trophy,International_Championship_Trophy,International_Championship_Trophy,Riga_Masters_Trophy,Riga_Masters_Trophy,Shanghai_Masters_Trophy,Shanghai_Masters_Trophy,World_Cup_Trophy,World_Cup_Trophy,World_Open_Trophy,World_Open_Trophy,Six_Red_World_Championship_Trophy,Six_Red_World_Championship_Trophy,Irish_Masters_Trophy,Irish_Masters_Trophy,northern_ireland_trophy,northern_ireland_trophy,WST_Pro_Series_trophy,WST_Pro_Series_trophy,1,1,1
,,,,,,,,95,53,47,27,82,45,62,35,68,39,35,20,36,20,38,22,32,18,43,25,43,25,41,24,43,25,62,35,72,40,60,34,50,28,62,35,38,20,62,35,62,35,65,35,62,35,62,35,50,27,44,24,52,28,50,27,67,37,55
Ronnie O'Sullivan,0,playing,16,47,1992,2024,31,7,1,8,1,8,6,10,1,4,2,2,1,0,2,2,1,1,1,1,0,2,1,4,2,0,3,0,0,2,0,0,1,1,2,0,0,2,0,0,0,0,0,5,1,0,0,1,4,0,1,4,0,1,1,0,0,12,10,3
